"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"XTE","XTEK LIMITED.","2005-09-15","Capital Goods",32198478
"YAL","YANCOAL AUSTRALIA LIMITED","2012-06-28","Energy",7460482819
"YBR","YELLOW BRICK ROAD HOLDINGS LIMITED","2008-01-31","Banks",31482637
"YOJ","YOJEE LIMITED","2010-12-02","Software & Services",84665365
"YOW","YOWIE GROUP LTD","1999-09-15","Food, Beverage & Tobacco",10928395
"YPB","YPB GROUP LTD","2005-03-07","Commercial & Professional Services",6117834
"YRL","YANDAL RESOURCES LIMITED","2018-12-14","Materials",23218311
"Z2U","ZOOM2U TECHNOLOGIES LIMITED","2021-09-10","Software & Services",42466569
"ZAG","ZULEIKA GOLD LIMITED","2010-08-23","Materials",16689620
"ZEO","ZEOTECH LIMITED","2009-10-16","Materials",79295604
"ZER","ZETA RESOURCES LIMITED","2013-06-12","Not Applic",206466542
"ZEU","ZEUS RESOURCES LIMITED","2013-01-21","Energy","N/A"
"ZGL","ZICOM GROUP LIMITED","1970-11-12","Capital Goods",13994357
"ZIM","ZIMPLATS HOLDINGS LIMITED","1998-10-15","Materials",3176387022
"ZIP","ZIP CO LIMITED..","2009-12-09","Diversified Financials",597918606
"ZLD","ZELIRA THERAPEUTICS LIMITED","2003-07-28","Pharmaceuticals, Biotechnology & Life Sciences",13216420
"ZMI","ZINC OF IRELAND NL","2007-09-18","Materials",11718560
"ZMM","ZIMI LIMITED","2007-09-10","Technology Hardware & Equipment",6859436
"ZNC","ZENITH MINERALS LIMITED","2007-05-29","Materials",125525017
"ZNO","ZOONO GROUP LIMITED","1988-07-21","Materials",31618224
